,category_id,views,likes,dislikes,comment_total,toxic_scores
47,25,0.006334234780583794,0.0005317439709983157,0.0005747415233476966,0,0.0
48,17,0.004470795075318298,0.0060581008632259,0.0003611763671310662,827,0.05
49,26,0.000669724095070075,0.0008416377913275493,0.00010678257810831523,174,0.0
50,26,0.007598599849178346,0.009718628349265755,0.0006406954686498913,3172,0.01
51,28,0.0011234034957313462,0.0001716105425579223,0.00014761121091443576,149,0.034482758620689655
52,2,0.016096775493177555,0.0017673398774153562,0.005116141757013103,889,0.19
53,10,0.02473747894973845,0.03054617915344768,0.003037022147962965,4097,0.08
54,23,0.044869393922103235,0.019311408967322367,0.006278187459956533,6229,0.01
55,28,0.003590255116832807,0.0010560266140593306,0.0003172070702629364,435,0.06
56,20,0.004401760048608369,0.0018663268280502158,0.0005182095702315298,1163,0.09
57,23,0.009152068670116956,0.007011658573612964,0.0010144344920289946,1338,0.05
58,22,0.0025013329904633834,5.919320163592102e-05,7.223527342621323e-05,67,0.06451612903225806
59,10,0.0010751874090135214,0.002071762057257236,0.0003800203515031218,537,0.03
60,24,0.001173185822147651,7.013648261062911e-05,0.0007097900780140953,256,0.29
61,22,0.003410354415465851,0.004709092772161885,0.00017273652341050992,956,0.02
62,25,0.0001865030040959337,3.4819530374071186e-05,3.1406640620092713e-06,7,0.0
63,25,0.00038695758950602055,6.914163888565565e-05,2.826597655808344e-05,12,0.125
64,22,0.11127639089795943,0.05217905595299562,0.006846647655180211,11355,0.0
65,24,0.1123255064399921,0.008713338765180071,0.007986708709689577,2157,0.12
66,17,0.007731922991512041,0.0019190535454738093,0.00032662906244896423,675,0.08
67,2,0.002267987371385215,0.00025865936849310024,0.00010678257810831523,96,0.05263157894736842
68,22,0.003252814797794118,0.006914661310428051,0.00021670582027863972,1087,0.01
69,25,0.00325970625246743,0.001010761224573038,5.3391289054157614e-05,368,0.06
70,10,0.005523645496631958,0.004847873471795683,0.0009170739061067072,1119,0.09
71,28,0.0003512473243806751,7.958749799787701e-05,5.9672617178176154e-05,51,0.08333333333333333
72,23,0.00035435570778227397,0.000805325995366018,0.00010364191404630595,201,0.06
73,23,0.013090944647836064,0.016756152859728028,0.0029239582417306315,14935,0.07
74,1,0.0009478882655201342,0.0011823717671309603,0.0003234883983869549,484,0.06
75,23,0.0015152525722956969,0.0029860234405078476,0.00022612781246466752,364,0.09
76,1,0.004723200626727201,0.0025269030614325947,0.00017587718747251918,434,0.06060606060606061
77,24,0.06086935170591937,0.008510888067147972,0.002126229569980277,5311,0.0
78,15,0.00104092290360985,0.0016230875372942042,2.1984648434064898e-05,294,0.02
79,25,0.027890994150648933,0.007626969417509051,0.0031092574213891786,4641,0.05
80,29,0.0010297182657668773,0.0,0.0,0,0.0
81,28,0.0004012706107505922,4.1286014586398696e-05,3.140664062009271e-05,27,0.0625
82,26,0.010035066420129293,0.01003001443518245,0.0009327772264167536,2597,0.02
83,25,0.011330081594823332,0.00046857139446250084,0.0004302709764952702,582,0.0
84,28,0.06276430897311736,0.014251633782107337,0.007085338123892916,6878,0.08
85,24,0.008004111355112515,0.007102686774448036,0.001966055702817804,1927,0.04
86,24,0.17324582117610046,0.013316480680632284,0.01232710644338639,123,0.06451612903225806
87,27,0.007973244385054777,0.008965034227598357,0.00035175437494503836,1017,0.01
88,27,0.0055589702258315235,0.005853163055881367,0.0005778821874097059,1519,0.04
89,25,0.008642293792254738,0.001739981674978586,0.07555181467569502,6420,0.03
90,10,0.0024396713383339915,0.0023274368945754155,0.00029208175776686225,331,0.030303030303030304
91,1,0.012004215257044513,0.003133757733666407,0.00035175437494503836,789,0.21
92,23,0.03522906809798164,0.03714696726864661,0.0047172774211379255,3881,0.14
93,27,0.11505623330629441,0.016054788033621738,0.040065451439052276,4103,0.04
94,22,0.0586325927445223,0.06158331368516976,0.003357369882287911,9275,0.01
95,27,0.007112077606839716,0.005430851894630132,0.00046795894523938143,781,0.0
96,1,0.003996296734664923,0.0016867575356925056,0.0009327772264167536,374,0.15
97,24,0.007780500518160284,0.004236044580937004,0.0014761121091443575,663,0.05
98,26,0.03896917620996595,0.041494434346780636,0.003184633358877401,7114,0.0
99,26,0.004480120225523095,0.0030621289854683175,0.000405145663999196,320,0.01
100,10,0.006405510734862317,0.0019872003406344913,0.0006187108202158264,256,0.01
101,25,0.0006756035179382155,0.00042032147380128795,0.00012876722654238013,344,0.030303030303030304
102,25,0.0021982535608098103,0.00013430390287141745,0.0001947211718445748,211,0.06060606060606061
103,24,0.004533950679160087,0.0009898695063485952,0.0008354166404944661,192,0.034482758620689655
104,24,0.0037936012216862416,0.009883274985748864,0.00024497179683672315,2027,0.0
105,25,0.007938642535716049,0.0005760145167596348,0.000590444843657743,439,0.0
106,24,0.027785766938906435,0.022586931931797494,0.013539402771321969,5708,0.09
107,25,0.04263188798484998,0.004003251149293213,0.0066676298036456826,3359,0.03
108,26,0.009186092215567015,0.005779047198370844,0.0014195801560281905,1663,0.0
109,25,0.006268910537159495,0.0011962995792805886,0.0003800203515031218,259,0.04
110,22,0.030734177027302113,0.0013320957477394664,0.00155148804663258,895,0.07
111,25,0.00021746635813511646,2.636335871179676e-05,3.1406640620092713e-06,16,0.25
112,26,0.00033474156755823137,0.00016265694903316112,9.107925779826887e-05,86,0.08571428571428572
113,10,0.005205698837840505,0.004626520742989087,0.000439692968681298,349,0.0
114,28,0.049069759641482434,0.020413695814592965,0.008388713709626763,15607,0.02
115,25,0.001208534647342578,0.00012485288748416954,8.479792967425032e-05,146,0.16279069767441862
116,2,0.01589730884357728,0.001971780262897403,0.002236152812150601,278,0.1
117,26,0.02426500467269542,0.02862414107679895,0.0017901785153452846,3333,0.02
118,1,0.0001785513256267272,2.38762493993631e-05,6.281328124018543e-06,0,0.0
119,22,0.00382682959928938,0.00010246890367226664,0.00021042449215462116,153,0.024691358024691357
120,23,0.05614875344669118,0.002433885173147576,0.0029459428901646963,381,0.08
121,17,2.4144187351954203e-05,3.97937489989385e-06,0.0,3,0.0
122,19,0.015010624406274674,0.006595813896574057,0.0015483473825705708,1751,0.0
123,10,0.0022356987376011645,0.0032287653094013728,0.00016959585934850065,339,0.02
124,28,0.008488633629836163,0.006515728976713693,0.0015954573435007099,1297,0.05
125,28,0.0002094423916798263,0.00016912343324548864,5.025062499214834e-05,36,0.0
126,24,0.018995114103212595,0.00852630814488506,0.003310259921357772,5521,0.05
127,17,0.0027324858739636794,0.0005217955337485811,6.281328124018542e-05,297,0.0
128,15,0.003937382026006711,0.0016598967551182222,0.0003486137108830291,447,0.02
129,26,0.00848465779060156,0.006406793588829098,0.0006124294920918079,517,0.06
130,17,0.00287041135141137,0.0003690870219651546,0.00015075187497644502,404,0.04040404040404041
131,2,0.00016888883148687326,2.2383983811902908e-05,0.0,9,0.0
132,10,0.002232638546190288,0.00044519256692562446,6.909460936420397e-05,143,0.0
133,17,0.0012942441028424793,0.00010097663808480645,1.2562656248037085e-05,25,0.0
134,19,0.01840047312968812,0.025811220444436487,0.0006092888280297986,4852,0.01
135,26,0.12155133295190979,0.09126845559465291,0.052078491476237734,19443,0.15
136,27,6.925189066818003e-05,5.1731873698620054e-05,0.0,15,0.14285714285714285
137,24,0.03151520052494572,0.009816123034313154,0.0030904134370171228,3029,0.06
138,24,0.000468209285864094,4.327570203634562e-05,6.281328124018543e-06,10,0.0
139,27,0.005533307990771812,0.003928140448057717,0.00014761121091443576,781,0.04
140,25,0.004120415206770628,0.000225829525568976,0.00026695644527078807,290,0.02
141,24,0.043673292808367056,0.06656698332542432,0.01689677265360988,23176,0.07
142,24,0.0002850556251233715,9.948437249734625e-05,9.421992186027814e-06,22,0.0
143,10,0.04462320513749753,0.012325616330558713,0.008932048592354367,2242,0.08
144,25,0.00011568487372927358,1.3927812149628475e-05,0.0,8,0.0
145,22,0.0013304362878750493,0.00012833484052157668,1.5703320310046355e-05,99,0.02127659574468085
146,24,0.002803255812339617,8.456171662274432e-06,3.140664062009271e-05,2,0.0
147,28,0.009346186008747039,0.006018307114226962,0.0014384241404002463,1771,0.01
148,26,0.00979085350714321,0.010196650759115505,0.001620582655996784,6361,0.01
149,22,0.0026181021839839125,0.001793703236127153,0.00034233238275901056,699,0.0
150,26,0.0018708130798460324,0.0011057688003080037,0.0006940867577040489,390,0.02
151,22,0.004187233401907324,0.004570312072528087,0.0005213502342935391,876,0.01
152,26,0.026653544308872876,0.019235303422361898,0.004949686561726611,1470,0.06
153,22,0.02296215829950898,0.008805859231602604,0.010072109646863734,0,0.0
154,17,0.006696349398872385,0.006637099911160456,0.0006658207811459655,6348,0.01
155,10,0.016868064208695223,0.024501508680508922,0.003124960741699225,4863,0.0
156,15,0.057459190058416404,0.024875569921098944,0.006023793670933782,6584,0.01
157,22,4.125234405842874e-05,7.4613279373009695e-06,0.0,4,0.0
158,17,0.00033238016001283064,1.9896874499469252e-05,0.0001538925390384543,0,0.0
159,10,0.02010972256063709,0.010108607089455353,0.0027512217183201216,862,0.03
160,1,0.010689128118214567,0.00210459190018136,0.00021356515621663046,246,0.03
161,24,0.03599293524692805,0.011675485956288556,0.010960917576412356,5872,0.11
162,10,0.3307915110386646,0.23310979194833178,0.020718960817075163,20989,0.02
163,10,0.11686745698961212,0.07285240597980666,0.027163603472318186,4896,0.06
164,26,0.0026225840391211016,0.001829020188363711,0.00033605105463499203,732,0.09
165,23,0.014812217980470293,0.024594029146931453,0.0062373588271504125,3970,0.05
166,28,0.02999838171295154,0.014797305565255282,0.008288212459642466,4112,0.04
167,24,0.04488404428728287,0.01070252879326451,0.006155701561538171,2108,0.08
168,10,0.05094421121662801,0.0386392328561068,0.005885604452205375,4529,0.14
169,17,0.00027789911450108566,2.5368514986823295e-05,2.1984648434064898e-05,29,0.125
170,19,0.0026366320044166995,9.948437249734625e-05,4.3969296868129795e-05,0,0.0
171,24,0.008430128553099093,0.002190148460529078,0.000439692968681298,335,0.0707070707070707
172,23,0.010771801478298954,0.01246937124881738,0.0022298714840265827,1299,0.06
173,24,0.0054459841035827085,0.004652386679838398,0.0004899435936734463,1282,0.04
174,10,0.09634665674811242,0.14494027455697123,0.03650707905679577,24246,0.01
175,10,0.001980666722697888,0.0005939217038091572,0.00016017386716247282,194,0.04
176,24,0.0010111161573480064,0.0007187745912933267,0.00015703320310046356,268,0.2
177,10,0.8752508393117104,0.7121504243505908,0.08809248627529805,100661,0.05
178,25,0.0006181104730063166,3.6311795961531385e-05,3.454730468210198e-05,62,0.08
179,22,0.00018223801291699566,0.00017111312069543555,3.1406640620092713e-06,21,0.0
180,10,0.020377838701021517,0.032091171458331465,0.0019629150387557946,4325,0.09
181,22,0.007629177667291749,0.005016002061316198,0.00032662906244896423,331,0.03
182,10,0.07296089085015298,0.03805525958954738,0.0090451124985867,6414,0.04
183,22,0.01116630111435304,0.0095932780399191,0.0012342809763696437,2304,0.0
184,25,0.11472966028116365,0.02527002545805092,0.003542669061946458,8606,0.06
185,10,0.009069274830055764,0.004431531372894289,0.0005339128905415761,334,0.02
186,24,0.0007433855528893604,0.00012982710610903687,0.00020414316403060263,49,0.1935483870967742
187,25,0.3313681763996496,0.022931645282500798,0.01538297257572141,0,0.0
188,10,0.010450625956129096,0.012031640009829056,0.002236152812150601,2383,0.02
189,23,0.05940014658075898,0.08908079424343628,0.004921420585168528,11973,0.03
190,10,0.020155625431800238,0.009607205852068727,0.003787640858783181,0,0.0
191,26,0.014452296097759573,0.014848540017091415,0.0009390585545407721,453,0.04
192,10,0.002558657363427754,0.0023353956443752035,0.0006061481639677894,396,0.01
193,28,0.015098550693347808,0.010223511539689787,0.0032443059760555774,2138,0.08
194,26,0.00926929568754935,0.01059608051469235,0.0011086544138892728,1559,0.08
195,26,0.05906371829352546,0.08760096420253824,0.0031940553510634287,6257,0.02
196,10,0.011572800556097019,0.013262261697621229,0.0007569000389442344,557,0.01
197,15,0.004564118865352349,0.00351677256778119,0.00035175437494503836,288,0.02
198,25,0.0024979354551174495,9.749468504739933e-05,0.00021042449215462116,80,0.06451612903225806
199,1,0.0017950070784395974,0.00110328169099557,0.00011620457029434304,159,0.08
200,28,0.0267673978869547,0.00559848306228816,0.005706586600670846,3631,0.13
201,22,0.0056761008592824715,0.000895856774338603,0.00024497179683672315,96,0.09
202,23,0.043346165575342974,0.013144372716211874,0.001460408788834311,2278,0.02
203,28,0.29398381790058725,0.1287536697297905,0.13925390384542907,0,0.0
204,24,0.13150382239593614,0.17402652054402035,0.05489566713986005,52483,0.11
205,28,0.0880679474298633,0.015338500551640846,0.019161191442318565,16713,0.01
206,15,0.03369396042550829,0.01784749642602392,0.001944071054383739,6246,0.0
207,10,0.03780305051445914,0.08693491632866851,0.006802678358312082,19191,0.06
208,1,0.013465324127763521,0.0024110037674731867,0.0008134319920604013,1083,0.0
209,28,0.01835404014662702,0.016219932091967332,0.004905717264858482,6864,0.09
210,22,0.1686141612357506,0.3114631863053792,0.1458681423600206,190979,0.13
211,23,0.012164309050224536,0.014534666821862288,0.001435283476338237,2233,0.02
212,23,0.013986303643468713,0.0012535030934665628,0.0016739739450509416,977,0.11
213,23,0.050223499995373566,0.06386996198702127,0.003567794374442532,8733,0.1
214,23,0.021911886149698974,0.007232016458694586,0.0021105262496702304,1353,0.06
215,23,0.0269642380730606,0.006388388979917089,0.001758771874725192,1367,0.06
216,28,0.0743975663815757,0.046664139763605235,0.009632416678182435,19758,0.04
217,25,0.00916288777203415,0.00574920188662164,0.004038893983743923,1783,0.02
218,25,0.0020052446379663445,7.809523241041682e-05,0.0005967261717817616,406,0.25252525252525254
219,1,0.040320238669870216,0.02014359574326267,0.0021293702340422858,3915,0.08
220,24,0.009493051100473746,0.005000581983579109,0.0018718357809575257,1191,0.07
221,24,0.0238616377103484,0.011389468385358686,0.0020068843356239245,2430,0.03
222,24,0.0020751230245139164,0.0009127691176631519,5.653195311616688e-05,230,0.04
223,10,0.040196650309662456,0.04386365467780494,0.018507933317420636,7373,0.0
224,23,0.016999122327464963,0.01716403878696715,0.0017242245700430899,3180,0.1
225,24,0.012427268647601658,0.01884283757285987,0.0016896772653609878,8313,0.09
226,17,0.008847519384746347,0.002634346183729729,0.000624992148339845,2422,0.08
227,28,0.01811782710410087,0.011219847530250711,0.002732377733948066,4638,0.06
228,1,0.032334681231185845,0.01647013528879816,0.0032505873041795957,4709,0.03
229,24,0.009952344868054184,0.009067005709408138,0.0012688282810517455,1671,0.06
230,22,0.03946160197116808,0.03797467724782452,0.002939661562040678,6052,0.0
231,24,0.00210003828371743,0.00010943280974708088,0.00013504855466639867,115,0.06557377049180328
232,23,0.027239775780016285,0.019840168407145763,0.0027512217183201216,2347,0.02
233,24,0.009112575333719897,0.012458427967842672,0.0034924184369543097,2510,0.06
234,28,0.0070501268027659885,0.008410906272788139,0.0010207158201530132,1845,0.0
235,24,0.0009988271997137782,0.00024124960330606466,0.0007663220311302622,318,0.31
236,28,0.06606729163325355,0.03620335799550928,0.02244318538711825,18239,0.07
237,26,0.014122446017259673,0.013338864664444186,0.002443436640243213,2165,0.14
238,1,0.0721869997671363,0.004709092772161885,0.0011651863670054396,1709,0.11
239,28,0.017167601527030694,0.016422382789999433,0.002710393085514001,4018,0.03
240,10,0.0038467569874531186,0.0021831845544542637,0.0020445723043680357,603,0.12
241,1,0.04349772938616512,0.03612526276309886,0.005383098202283891,4056,0.09
242,22,0.0017134421341418278,0.00205286002648274,0.00015703320310046356,299,0.0
243,10,0.02630988722303099,0.0246223821930932,0.0016896772653609878,3886,0.06
244,22,0.0012933043590233912,0.0006008856098839713,0.0001413298827904172,118,0.0967741935483871
245,25,0.009552809168969601,0.0007744858398918406,0.0009170739061067072,1368,0.0
246,10,0.001217281493658705,0.0006153108438960866,9.421992186027814e-05,118,0.010526315789473684
247,17,0.27651492004755973,0.19822957610703723,0.025621537417871636,24861,0.04
248,27,0.01860519270627714,0.010835340430548467,0.0025533598824135375,2839,0.04
249,24,0.007482457151537209,0.01193514016850663,0.0011714676951294582,2224,0.05
250,25,0.005602439401463186,0.00024771608751839215,0.002490546601173352,642,0.03
251,2,0.0005302082819285432,1.890203077449579e-05,4.710996093013907e-05,6,0.0
252,26,0.001340074686019542,0.0012102273914302171,0.0002638157812087788,453,0.04
253,10,0.002693353977497039,0.0024159779860980536,0.00021356515621663046,311,0.05
254,24,0.00578679786197197,0.003967934197056655,0.0005935855077197523,798,0.07
255,22,0.00042835450953661666,7.4613279373009695e-06,0.0,6,0.0
256,10,0.011535885491203612,0.027134860020513678,0.000961043202974837,3702,0.03
257,25,0.0004603539913763324,7.660296682295661e-05,6.281328124018542e-05,20,0.0
258,10,0.000324308001566818,0.00011092507533454107,6.281328124018543e-06,23,0.045454545454545456
259,26,0.013964400383685353,0.00887649313607572,0.0008699639451765682,1852,0.18
260,28,0.0015819020954648637,0.0002004610105821527,0.00017901785153452845,175,0.034482758620689655
261,17,0.01999468827878257,0.00323373952802624,0.0012122963279355787,2582,0.02
262,26,0.010340507257328267,0.008962049696423438,0.00107724777326918,3900,0.0
263,10,0.002200759544327379,0.0034177856171463306,0.0005747415233476966,705,0.1
264,1,0.03521287558909889,0.017564960808131455,0.003335385233853846,6077,0.02
265,26,0.0005419189356741018,0.0009645009913617719,4.710996093013907e-05,156,0.01
266,10,0.0022416504484553887,0.003065113516643238,0.00025439378902275095,564,0.02
267,1,0.005518874489550434,0.002057834245107607,0.0004930842577354556,587,0.01
268,24,0.08449552334959781,0.03356055564011727,0.01400422105249934,8750,0.12
269,10,0.006887551122063758,0.01569067523028145,0.0013253602341679125,3563,0.02
270,19,0.0008457935331745954,8.555656034771778e-05,1.5703320310046355e-05,47,0.0
271,27,0.004942160936574714,0.005445277128642247,0.0014792527732063667,1206,0.05
272,2,0.02340147648693496,0.009688285615654066,0.003633748319744727,8125,0.05
273,24,0.02845445490617598,0.023812081979102312,0.0051506890616952045,4295,0.03
274,24,0.013594358182922917,0.01659349591069487,0.0015357847263225337,4152,0.03
275,15,0.001471903876640841,0.0018887108118621186,2.826597655808344e-05,362,0.02
276,26,0.005140181826453316,0.006461509993702639,0.00043341164055727945,1403,0.02
277,10,0.00535427474523786,0.010642340747903616,0.0004710996093013907,2298,0.01
278,2,0.016279471330006415,0.0017762934709401174,0.0051506890616952045,920,0.19
279,1,0.022835919379811487,0.012917050925055438,0.00232723206994887,1139,0.020202020202020204
280,22,0.002681763803728287,6.068546722338121e-05,7.851660155023178e-05,74,0.06451612903225806
281,22,0.021504278292168378,0.013716407858071615,0.0017399278903531363,6161,0.02
282,20,0.005297480484171437,0.0019424323730106857,0.0005684601952236781,1329,0.09
283,23,0.00747679459262732,0.00228714572371399,0.00048680292961143703,371,0.0
284,17,0.005168205469058429,0.0064207214009787275,0.0003925830077511589,937,0.05
285,26,0.06051029727904165,0.04484059121572888,0.004145676561852238,7936,0.07
286,2,0.002803376292316423,0.0002830330397549501,0.00011620457029434304,121,0.05263157894736842
287,26,0.011958240097895282,0.012470366092542352,0.000741196718634188,3634,0.0
288,26,0.0020787133278227397,0.003026314611369273,0.00015075187497644502,686,0.07
289,10,0.001956956263262436,0.0018484196410006935,0.0007160714061381138,494,0.11
290,23,0.0009784419876381761,0.0021369243212429976,3.454730468210198e-05,605,0.02
291,25,0.006437943944618535,0.0005327388147232892,0.0005778821874097059,0,0.0
292,26,0.009075828940794018,0.010564742937355685,0.0006909460936420397,3538,0.01
293,1,0.0011046327153449466,0.0012674309056161914,0.0003611763671310662,504,0.06
294,10,0.0006243754318002369,0.0007968698237037435,6.909460936420397e-05,114,0.02
295,22,0.00399232089543032,0.0077025775406070335,0.00024183113277471388,1180,0.01
296,24,0.00030332038960718515,0.0006615710771073526,1.2562656248037085e-05,119,0.01
297,23,0.001692020794265693,0.0031810128106026466,0.0002512531249607417,388,0.09
298,10,0.03005103146281583,0.034219142186049704,0.0034296051557141244,4582,0.08
299,29,0.0012342691703883734,0.0,0.0,0,0.0
300,24,0.00144351879410531,7.560812309798315e-05,0.0007788846873782992,286,0.29
301,22,0.003825986239451737,0.005044852529340429,0.00018843984372055627,1003,0.02
302,23,0.009889141072221674,0.007297676144542835,0.0010803884373311893,1407,0.05
303,23,0.04622079372594256,0.019642194505876044,0.0063347194130727,6311,0.01
304,25,0.0043321226220144095,0.0013141885606899441,7.851660155023178e-05,466,0.06
305,28,0.000479028387781287,5.57112485985139e-05,9.421992186027814e-06,28,0.0625
306,10,0.007336989627541453,0.005407473067093256,0.0005370535546035854,385,0.0
307,23,0.014905469482518259,0.017576898932831136,0.003589779022876597,16645,0.07
308,17,0.007939823239488749,0.0019474065916355529,0.0003297697265109735,697,0.08
309,26,0.006609892967516285,0.008092058858934143,0.0008354166404944661,1965,0.01
310,24,0.11950698051347217,0.009219216799329077,0.008552028240851245,2450,0.12
311,22,0.11640756082214765,0.0535594016213963,0.007148151405133102,11743,0.0
312,26,0.0036205919749925978,0.005066241669427358,0.0004302709764952702,1107,0.1
313,10,0.006383294227139262,0.005488552830678593,0.0009547618748508185,1231,0.09
314,25,0.02819373623636745,0.007648855979458467,0.003128101405761234,4695,0.05
315,10,0.0013208460817212791,0.002237900959327804,0.000405145663999196,640,0.03
316,25,0.00879159257951293,0.0017514223778157807,0.07606060225374053,6501,0.03
317,24,0.06788049118819088,0.009194843128067228,0.0022707001168327033,5728,0.0
318,25,0.00022640597241413343,3.780406154899158e-05,6.281328124018543e-06,13,0.0
319,25,0.011630679136954697,0.000472053347499908,0.00043341164055727945,598,0.0
320,28,0.0036562299521318595,0.0010709492699339325,0.00032034773432494565,444,0.06
321,28,0.0005951951814177853,5.919320163592102e-05,3.454730468210198e-05,54,0.0625
322,24,0.00898645689399921,0.007733417696081211,0.0020288689840579893,2081,0.04
323,27,0.0013497612761547572,0.00017459507373284268,3.7687968744111256e-05,20,0.0
324,28,0.06532438800027142,0.014461048386214252,0.007157573397319129,7081,0.08
325,10,0.00047596819637041055,5.57112485985139e-05,1.5703320310046355e-05,10,0.0
326,27,0.008396779695519148,0.009221206486779024,0.0003611763671310662,1070,0.01
327,24,0.17345049256069878,0.013314988415044823,0.012349091091820455,147,0.06451612903225806
328,27,0.0060799738375320765,0.00620881968755938,0.0006344141405258728,1635,0.04
329,23,0.00041613783988847216,0.000869990837489293,0.00012248589841836157,213,0.06
330,10,0.0029508437839271613,0.0025159597804578866,0.00033605105463499203,355,0.030303030303030304
331,23,0.03591746658945667,0.037559329992648105,0.004770668710192083,3978,0.14
332,10,0.00850130812339617,0.0023060477544884863,0.0007506187108202158,331,0.01
333,1,0.013052921167156041,0.0032914404640747006,0.00036745769525508475,901,0.21
334,27,0.12305901938166205,0.01683822746703834,0.04134370171229005,4404,0.04
335,1,0.004928908139126036,0.00256868649788148,0.00017901785153452845,447,0.06060606060606061
336,27,0.007415518476423707,0.005572119703576363,0.0004710996093013907,800,0.0
337,22,0.06158929185532225,0.06312134208397874,0.0035018404291403374,9470,0.01
338,26,0.010280219076934466,0.01014093951051699,0.0009547618748508185,2612,0.02
339,26,0.04051541623229619,0.04228931448303443,0.0032600092963656234,7196,0.0
340,26,0.004755489260511251,0.0031621107798281505,0.0004459742968053165,357,0.01
341,1,0.004110969576589025,0.001712126050679329,0.0009516212107888092,381,0.15
342,25,0.0006856756439992105,0.00042231116125123483,0.00012876722654238013,357,0.030303030303030304
343,25,0.0022145665496693646,0.00013430390287141745,0.0001947211718445748,219,0.06060606060606061
344,24,0.004061645074084583,0.010269274351038566,0.00025439378902275095,2100,0.0
345,25,0.00794943754163788,0.0005760145167596348,0.0005967261717817616,434,0.0
346,26,0.02515605048515841,0.029090225361949017,0.0018467104684614516,3389,0.02
347,24,0.029592942495003455,0.02346239440977414,0.01482079370862175,6048,0.09
348,26,0.00039266834040663245,0.00017956929235770998,0.00010050124998429668,85,0.08571428571428572
349,22,0.03127103580395035,0.0013564694190013162,0.0016143013278727655,934,0.07
350,25,0.04275831967251036,0.004007727946055594,0.006683333123955729,3396,0.03
351,24,0.004842572187746743,0.0010117560682980115,0.0008511199608045125,199,0.034482758620689655
352,28,0.0002845978012115081,0.00019946616685717923,5.3391289054157614e-05,50,0.0
